side,scouted_opponent,level,name,uses,games,poss_with_points,points,ppp,team_ppp,fgm,fga,fg_pct,fg3m,fg3a,turnovers,fouls_drawn,top_player,top_player_uses,series,top_action,top_location,top_location_uses,situation,personnel_grouping_mode,shot_clock_mode,game_situation_mode,defense_type_mode,example_titles,game_codes,possession_side
UWW,Aurora Spartans,Personnel grouping,"Brock Marino, Collin Madson, Darius Chestnut, Jake Quast, Joey Berezowitz",2,1,2,0.0,0.0,0.91,0,2,0.0,0,2,0,0,Jack Field,2,,,,0,Half court,4G-1W,Early clock (0-9 sec used),,,UWW M2M,WWW@RIP,Defense
UWW,Aurora Spartans,Personnel grouping,"Brock Marino, Collin Madson, Isaac Verges, JR Lukenbill, Joey Berezowitz",2,1,2,2.0,1.0,0.91,0,1,0.0,0,0,0,1,CJ Brown,2,,,,0,Half court,3G-2W,Early clock (0-9 sec used),Leading by 10+,,UWW M2M D | UWW M2M PRESS,WWW@RIP,Defense
UWW,Aurora Spartans,Personnel grouping,"Brock Marino, Collin Madson, Isaac Verges, JR Lukenbill, Kelton McEwen",1,1,1,2.0,2.0,0.91,0,0,,0,0,0,1,Ben Carter,1,,,,0,Half court,3G-2W,Late clock (20+ sec used),Leading by 10+,,UWW M2M PRES,EC@WWW,Defense
UWW,Aurora Spartans,Personnel grouping,"Brock Marino, Collin Madson, Isaac Verges, JR Lukenbill, Luke Bara",47,3,47,42.0,0.89,0.91,16,36,44.4,5,14,8,3,Seth Bunders,7,BLOB,,,0,Half court,3G-2W,Early clock (0-9 sec used),Leading by 10+,,UWW M2M | UWW M2M D | UWW:M2M,EC@WWW WWW@RIP WWW@STC,Defense
UWW,Aurora Spartans,Personnel grouping,"Brock Marino, Collin Madson, Isaac Verges, Jake Quast, Luke Bara",5,2,5,5.0,1.0,0.91,2,3,66.7,1,1,2,0,Angel Johnson,3,BLOB,,,0,Half court,4G-1W,Early clock (0-9 sec used),Leading by 10+,,UWW M2M: Blob | Tran | UWW M2m,EC@WWW WWW@STC,Defense
UWW,Aurora Spartans,Personnel grouping,"Brock Marino, Collin Madson, Isaac Verges, Luke Bara, Richie Warren",8,1,8,8.0,1.0,0.91,3,7,42.9,2,4,1,0,Michael Asman,3,ATO,,,0,Half court,3G-2W,Early clock (0-9 sec used),,,UWW M2M D | UWW D M2M | UWW M2M: TRAN,WWW@RIP,Defense
UWW,Aurora Spartans,Personnel grouping,"Brock Marino, Collin Madson, JR Lukenbill, Kelton McEwen, Richie Warren",1,1,1,2.0,2.0,0.91,0,0,,0,0,0,1,Jaden Ross,1,,,,0,Half court,2G-3W,Organized offense (10-19 sec used),Trailing by 10+,,UWW M2M PRESS,WWW@STC,Defense
UWW,Aurora Spartans,Personnel grouping,"Brock Marino, Collin Madson, Jake Quast, Joey Berezowitz, Richie Warren",2,1,2,3.0,1.5,0.91,0,0,,0,0,1,0,Angel Johnson,1,BLOB,,,0,BLOB,3G-2W,Early clock (0-9 sec used),,,UWW M2M- BLOB | UWW M2M,WWW@STC,Defense
UWW,Aurora Spartans,Personnel grouping,"Brock Marino, Collin Madson, Jake Quast, Kelton McEwen, Richie Warren",4,1,4,4.0,1.0,0.91,2,4,50.0,0,0,0,0,Garret Rodgers,2,,,,0,Half court,3G-2W,Early clock (0-9 sec used),Trailing by 10+,,UWW M2M | UWW M2M PRESS,WWW@STC,Defense
UWW,Aurora Spartans,Personnel grouping,"Brock Marino, Collin Madson, Kelton McEwen, Mauryon Turner, Richie Warren",7,1,7,3.0,0.43,0.91,1,5,20.0,1,4,2,0,Jaxson Provost,2,SLOB,,,0,Half court,Base five (one big),Early clock (0-9 sec used),Leading by 10+,,UWW M2M PRESS | UWW M2M D TRAN | UWW M2M,EC@WWW,Defense
UWW,Aurora Spartans,Personnel grouping,"Brock Marino, Darius Chestnut, Isaac Verges, JR Lukenbill, Luke Bara",5,1,5,2.0,0.4,0.91,1,4,25.0,0,2,0,1,Ben Carter,2,,,,0,Half court,3G-2W,Early clock (0-9 sec used),Leading by 10+,,UWW M2M PRESS | UWW M2M PRES | UWW M2M PRESSS,EC@WWW,Defense
UWW,Aurora Spartans,Personnel grouping,"Brock Marino, Darius Chestnut, Isaac Verges, Luke Bara, Mauryon Turner",2,1,2,0.0,0.0,0.91,0,1,0.0,0,0,1,0,Jacob Gonzalez,2,BLOB,,,0,Half court,Base five (one big),Organized offense (10-19 sec used),Leading by 10+,,UWW M2M D | UWW M2M D- BLOB,EC@WWW,Defense
UWW,Aurora Spartans,Personnel grouping,"Brock Marino, Darius Chestnut, Jake Quast, Joey Berezowitz, Richie Warren",3,2,3,3.0,1.0,0.91,1,3,33.3,1,1,0,0,Seth Bunders,1,,,,0,Half court,3G-2W,Early clock (0-9 sec used),Leading by 10+,,UWW M2M PRESS | UWW M2M D,EC@WWW WWW@RIP,Defense
UWW,Aurora Spartans,Personnel grouping,"Brock Marino, Darius Chestnut, Kelton McEwen, Mauryon Turner, Richie Warren",2,1,2,3.0,1.5,0.91,1,2,50.0,1,1,0,0,Jonah Lauff,1,,,,0,Half court,Base five (one big),Early clock (0-9 sec used),Leading by 10+,,UWW M2M PRESS,EC@WWW,Defense
UWW,Aurora Spartans,Personnel grouping,"Brock Marino, Isaac Verges, JR Lukenbill, Kelton McEwen, Richie Warren",5,1,5,4.0,0.8,0.91,2,5,40.0,0,2,0,0,Tamarcus Butler,1,BLOB,,,0,Half court,2G-3W,Early clock (0-9 sec used),Leading by 10+,,UWW M2M | Tran | UWW M2M Press,WWW@STC,Defense
UWW,Aurora Spartans,Personnel grouping,"Brock Marino, JR Lukenbill, Jake Quast, Joey Berezowitz, Luke Bara",6,1,6,4.0,0.67,0.91,2,5,40.0,0,2,1,0,Jaxson Provost,2,SLOB,,,0,Half court,3G-2W,Early clock (0-9 sec used),Leading by 10+,,UWW M2M PRESS | UWW M2M- SLOB | UWW M2M D,EC@WWW,Defense
UWW,Aurora Spartans,Personnel grouping,"Collin Madson, Darius Chestnut, JR Lukenbill, Kelton McEwen, Richie Warren",3,1,3,0.0,0.0,0.91,0,3,0.0,0,1,0,0,Angel Johnson,2,,,,0,Half court,3G-2W,Early clock (0-9 sec used),Trailing by 10+,,UWW M2M PRESS | UWW M2M,WWW@STC,Defense
UWW,Aurora Spartans,Personnel grouping,"Collin Madson, Darius Chestnut, Jake Quast, Joey Berezowitz, Rashad Rogers",4,1,4,6.0,1.5,0.91,3,3,100.0,0,0,1,0,Ben Carter,2,BLOB,,,0,Half court,4G-1W,Early clock (0-9 sec used),,,UWW M2M D- BLOB | UWW M2M PRESS | UWW M2M: TRAN,EC@WWW,Defense
UWW,Aurora Spartans,Personnel grouping,"Collin Madson, Darius Chestnut, Jake Quast, Joey Berezowitz, Richie Warren",2,1,2,2.0,1.0,0.91,1,1,100.0,0,0,1,0,Reyce Allen,1,,,,0,Half court,4G-1W,Early clock (0-9 sec used),,,UWW M2M Press | UWW M2M: Press,WWW@STC,Defense
UWW,Aurora Spartans,Personnel grouping,"Collin Madson, Isaac Verges, JR Lukenbill, Luke Bara, Richie Warren",3,1,3,3.0,1.0,0.91,0,2,0.0,0,0,0,0,Nathan Kongolo,1,BLOB,,,0,Half court,3G-2W,Early clock (0-9 sec used),,,UWW M2M-BLOB | Nicholas Buffalo | UWW M2M,WWW@STC,Defense
UWW,Aurora Spartans,Personnel grouping,"Collin Madson, Isaac Verges, Jake Quast, Luke Bara, Richie Warren",2,1,2,4.0,2.0,0.91,2,2,100.0,0,0,0,0,Nathan Kongolo,1,,,,0,Half court,4G-1W,Early clock (0-9 sec used),,,M2M | TRAN,WWW@STC,Defense
UWW,Aurora Spartans,Personnel grouping,"Collin Madson, JR Lukenbill, Jake Quast, Joey Berezowitz, Richie Warren",5,1,5,8.0,1.6,0.91,3,5,60.0,2,2,0,0,Corey Thompson,2,,,,0,Half court,3G-2W,Organized offense (10-19 sec used),Trailing by 10+,,UWW M2M | TRAN,WWW@STC,Defense
UWW,Aurora Spartans,Personnel grouping,"Collin Madson, JR Lukenbill, Kelton McEwen, Luke Bara, Richie Warren",3,1,3,5.0,1.67,0.91,2,3,66.7,1,1,0,0,Nathan Kongolo,3,,,,0,Half court,3G-2W,Early clock (0-9 sec used),Trailing by 10+,,UWW M2M PRESS | UWW M2M PRESSS,WWW@STC,Defense
UWW,Aurora Spartans,Personnel grouping,"Collin Madson, Jake Quast, Joey Berezowitz, Kelton McEwen, Richie Warren",4,1,4,2.0,0.5,0.91,1,3,33.3,0,0,1,0,Jaden Ross,2,,,,0,Half court,4G-1W,Early clock (0-9 sec used),,,UWW M2M- Press | UWW M2M: Press | UWW M2M,WWW@STC,Defense
UWW,Aurora Spartans,Personnel grouping,"Collin Madson, Jake Quast, Joey Berezowitz, Luke Bara, Richie Warren",1,1,1,2.0,2.0,0.91,1,1,100.0,0,0,0,0,Corey Thompson,1,,,,0,Half court,4G-1W,Early clock (0-9 sec used),,,TRAN,WWW@STC,Defense
UWW,Aurora Spartans,Personnel grouping,"Darius Chestnut, JR Lukenbill, Jake Quast, Joey Berezowitz, Rashad Rogers",3,1,3,5.0,1.67,0.91,1,2,50.0,0,1,0,0,Max Richardson,1,,,,0,Half court,3G-2W,Early clock (0-9 sec used),,,UWW M2M PRESS | TRAN,EC@WWW,Defense
UWW,Aurora Spartans,Personnel grouping,"Darius Chestnut, Jake Quast, Joey Berezowitz, Rashad Rogers, Richie Warren",10,1,10,8.0,0.8,0.91,3,8,37.5,2,3,2,0,Jacob Gonzalez,4,BLOB,,,0,Half court,3G-2W,Early clock (0-9 sec used),Leading by 10+,,UWW M2M PRESS | UWW M2M D: BLOB | UWW M2M PRESS: D,EC@WWW,Defense
UWW,Aurora Spartans,Personnel grouping,"Isaac Verges, JR Lukenbill, Jake Quast, Kelton McEwen, Richie Warren",1,1,1,2.0,2.0,0.91,0,0,,0,0,0,0,Angel Johnson,1,ATO,,,0,ATO,3G-2W,Early clock (0-9 sec used),,,UWW M2M: ATO,WWW@STC,Defense
UWW,Aurora Spartans,Personnel grouping,"Isaac Verges, JR Lukenbill, Jake Quast, Rashad Rogers, Richie Warren",1,1,1,0.0,0.0,0.91,0,1,0.0,0,1,0,0,Corey Thompson,1,ATO,,,0,ATO,2G-3W,Early clock (0-9 sec used),,,UWW M2M: ATO,WWW@STC,Defense
UWW,Aurora Spartans,Personnel grouping,"JR Lukenbill, Jake Quast, Joey Berezowitz, Kelton McEwen, Richie Warren",3,1,3,0.0,0.0,0.91,0,1,0.0,0,0,2,0,Jaden Ross,2,,,,0,Half court,3G-2W,Early clock (0-9 sec used),,,UWW M2M Press,WWW@STC,Defense
UWW,Aurora Spartans,Personnel grouping type,2G-3W,11,1,11,13.0,1.18,0.91,5,9,55.6,0,3,0,2,Corey Thompson,2,BLOB,,,0,Half court,2G-3W,Early clock (0-9 sec used),Leading by 10+,,UWW M2M | Tran | UWW M2M Press,WWW@STC,Defense
UWW,Aurora Spartans,Personnel grouping type,3G-2W,147,3,147,134.0,0.91,0.91,43,105,41.0,17,41,25,12,Seth Bunders,21,BLOB,,,0,Half court,3G-2W,Early clock (0-9 sec used),Leading by 10+,,UWW M2M PRESS | UWW M2M D | UWW M2M,EC@WWW WWW@RIP WWW@STC,Defense
UWW,Aurora Spartans,Personnel grouping type,4G-1W,28,3,28,27.0,0.96,0.91,12,22,54.5,1,4,5,0,Angel Johnson,3,BLOB,,,0,Half court,4G-1W,Early clock (0-9 sec used),Leading by 10+,,UWW M2M | TRAN | UWW M2M D,EC@WWW WWW@RIP WWW@STC,Defense
UWW,Aurora Spartans,Personnel grouping type,Base five (one big),11,1,11,6.0,0.55,0.91,2,8,25.0,2,5,3,0,Jacob Gonzalez,3,SLOB,,,0,Half court,Base five (one big),Early clock (0-9 sec used),Leading by 10+,,UWW M2M PRESS | UWW M2M D TRAN | UWW M2M,EC@WWW,Defense
UWW,Aurora Spartans,Personnel grouping type,Small / shooting five (no true big),3,1,3,2.0,0.67,0.91,0,1,0.0,0,1,1,1,Anton Kilde,1,,,,0,Half court,Small / shooting five (no true big),Early clock (0-9 sec used),Leading by 10+,,UWW M2M PRESS,WWW@RIP,Defense
UWW,Aurora Spartans,Game situation,Leading by 10+,73,3,73,59.0,0.81,0.91,19,49,38.8,8,20,15,9,Jaxson Provost,7,BLOB,,,0,Half court,3G-2W,Early clock (0-9 sec used),Leading by 10+,,UWW M2M PRESS | UWW M2M D | UWW M2M PRES,EC@WWW WWW@RIP WWW@STC,Defense
UWW,Aurora Spartans,Game situation,Trailing by 10+,13,2,13,17.0,1.31,0.91,7,12,58.3,1,1,0,1,Nathan Kongolo,4,,,,0,Half court,3G-2W,Early clock (0-9 sec used),Trailing by 10+,,UWW M2M | UWW M2M PRESS | UWW M2M PRESSS,WWW@RIP WWW@STC,Defense
UWW,Aurora Spartans,Shot clock,Early clock (0-9 sec used),155,3,155,142.0,0.92,0.91,50,113,44.2,17,48,27,11,Seth Bunders,14,BLOB,,,0,Half court,3G-2W,Early clock (0-9 sec used),Leading by 10+,,UWW M2M PRESS | UWW M2M D | UWW M2M,EC@WWW WWW@RIP WWW@STC,Defense
UWW,Aurora Spartans,Shot clock,Late clock (20+ sec used),24,3,24,20.0,0.83,0.91,8,20,40.0,2,5,3,1,Seth Bunders,4,SLOB,,,0,Half court,3G-2W,Late clock (20+ sec used),Leading by 10+,,UWW M2M | UWW M2M D | UWW M2M PRESS,EC@WWW WWW@RIP WWW@STC,Defense
UWW,Aurora Spartans,Shot clock,Organized offense (10-19 sec used),21,3,21,20.0,0.95,0.91,4,12,33.3,1,1,4,3,Seth Bunders,4,BLOB,,,0,Half court,3G-2W,Organized offense (10-19 sec used),Leading by 10+,,UWW M2M | UWW M2M D | UWW M2M PRESS,EC@WWW WWW@RIP WWW@STC,Defense
UWW,Aurora Spartans,Defense played,Man-to-Man,209,3,183,162.0,0.89,0.91,54,134,40.3,18,51,41,28,Seth Bunders,20,BLOB,,,0,Half court,3G-2W,Early clock (0-9 sec used),Leading by 10+,,UWW M2M PRESS | UWW M2M | UWW M2M D,EC@WWW WWW@RIP WWW@STC,Defense
Opponent,Aurora Spartans,Play call,2-3 DHO,3,1,2,2.0,1.0,0.92,0,0,,0,0,2,1,Larry Carthan,1,2-3,DHO,,0,Half court,3G-2W,Early clock (0-9 sec used),"Clutch (last 5 min, margin ≤ 8)",Man-to-Man,23- DHO-DS-STS-: M2M PRESS | 23- DHO-DS- STS- M2M PRESS | 23- DHO-DS-STS_ M2M PRES,GUS@AU,Offense
Opponent,Aurora Spartans,Play call,33 Ball Screen,1,1,1,0.0,0.0,0.92,0,0,,0,0,1,0,Juan Madrigal,1,33,Ball Screen,Left Side,1,Half court,4G-1W,Early clock (0-9 sec used),,,33- BS LS,GUS@AU,Offense
Opponent,Aurora Spartans,Play call,5 Out Twirl,1,1,1,0.0,0.0,0.92,0,1,0.0,0,1,0,0,Robert Hutson,1,5 Out,Twirl,,0,Half court,4G-1B,Early clock (0-9 sec used),,Man-to-Man,5 OUT- PASS 5-TWIRL-ZOOM: M2M R/J PRESS,GUS@AU,Offense
Opponent,Aurora Spartans,Play call,BLOB,1,1,1,2.0,2.0,0.92,1,1,100.0,0,0,0,0,Juan Madrigal,1,BLOB,,,0,BLOB,3G-1W-1B,Late clock (20+ sec used),"Clutch (last 5 min, margin ≤ 8)",,BLOB-BIG3,GUS@AU,Offense
Opponent,Aurora Spartans,Play call,BLOB Box Breddy,1,1,0,0.0,,0.92,0,0,,0,0,1,0,Devon Richardson,1,BLOB,Breddy,,0,BLOB,,,,Man-to-Man,BLOB-BOX- BREDDY: M2M D,GUS@AU,Offense
Opponent,Aurora Spartans,Play call,BLOB Box Curl,5,1,2,0.0,0.0,0.92,0,1,0.0,0,1,3,1,Devon Richardson,3,BLOB,Curl,,0,BLOB,3G-1W-1B,Early clock (0-9 sec used),,Man-to-Man,BLOB-BOX-CURL | BLOB- BOX- CURL: M2M D | BLOB-BOX-CURL: M2M D,GUS@AU,Offense
Opponent,Aurora Spartans,Play call,BLOB Box Lob,1,1,1,0.0,0.0,0.92,0,0,,0,0,1,0,Bryden Gryzmala,1,BLOB,Lob,,0,BLOB,4G-1W,Early clock (0-9 sec used),,Man-to-Man,BLOB-BOX- LOB: M2M D,GUS@AU,Offense
Opponent,Aurora Spartans,Play call,BLOB Curl,1,1,1,2.0,2.0,0.92,1,1,100.0,0,0,0,0,Devon Richardson,1,BLOB,Curl,,0,BLOB,3G-1W-1B,Early clock (0-9 sec used),,Man-to-Man,BLOB-BO-CURL :M2M D,GUS@AU,Offense
Opponent,Aurora Spartans,Play call,Ball Screen,13,1,13,12.0,0.92,0.92,3,9,33.3,2,4,2,2,Gevon Grant,3,Motion / no set,Ball Screen,Right Side,8,Half court,4G-1W,Early clock (0-9 sec used),,Man-to-Man,BS RS-G LH: M2M D | Spread- BS LS- RH & BS RS-LH: M2M D-ICE 7 SWITCH | SPREAD- HI BS LS-LH: M2M D- SWITCH,GUS@AU,Offense
Opponent,Aurora Spartans,Play call,Double Drag,1,1,1,0.0,0.0,0.92,0,1,0.0,0,0,0,0,Jeffery Hillmer,1,Motion / no set,Double Drag,,0,Half court,4G-1W,Early clock (0-9 sec used),"Clutch (last 5 min, margin ≤ 8)",Man-to-Man,FLOW: M2M PRESS (DD = 4),GUS@AU,Offense
Opponent,Aurora Spartans,Play call,Down Screen,1,1,1,0.0,0.0,0.92,0,1,0.0,0,0,0,0,Juan Madrigal,1,Motion / no set,Down Screen,,0,ATO,4G-1B,Early clock (0-9 sec used),"Clutch (last 5 min, margin ≤ 8)",,ATO-BOX-DS-FLAIR-RICK:M2,GUS@AU,Offense
Opponent,Aurora Spartans,Play call,Hi-Lo,1,1,1,0.0,0.0,0.92,0,0,,0,0,1,0,Jeffery Hillmer,1,Hi-Lo,,,0,Half court,4G-1W,Early clock (0-9 sec used),,Man-to-Man,HI LO- COME: M2M D,GUS@AU,Offense
Opponent,Aurora Spartans,Play call,Horns Post Touch,1,1,1,0.0,0.0,0.92,0,0,,0,0,1,0,Isaiah Thompson,1,Horns,Post Touch,,0,Half court,3G-1W-1B,Early clock (0-9 sec used),,Man-to-Man,HORNS-POST: M2M PRES,GUS@AU,Offense
Opponent,Aurora Spartans,Play call,Horns Zoom,1,1,1,0.0,0.0,0.92,0,0,,0,0,1,0,Zerrick Johnson,1,Horns,Zoom,,0,Half court,3G-1W-1B,Early clock (0-9 sec used),,Man-to-Man,HORNS- ZOOM: M2M PRESS- NO SWITCH,GUS@AU,Offense
Opponent,Aurora Spartans,Play call,Pat Miller,1,1,1,0.0,0.0,0.92,0,0,,0,0,1,0,Robert Hutson,1,Motion / no set,Pat Miller,,0,Half court,4G-1W,Early clock (0-9 sec used),,Man-to-Man,SPREAD- PAT MILLER- M2M PRESS,GUS@AU,Offense
Opponent,Aurora Spartans,Play call,SLOB,1,1,1,0.0,0.0,0.92,0,0,,0,0,1,0,Juan Madrigal,1,SLOB,,,0,SLOB,,,,Man-to-Man,SLOB-FLOW: M2M D,GUS@AU,Offense
Opponent,Aurora Spartans,Play call,SLOB Ball Screen,2,1,2,0.0,0.0,0.92,0,1,0.0,0,0,1,0,Gevon Grant,1,SLOB,Ball Screen,Right Side,1,SLOB,5G,Late clock (20+ sec used),,Man-to-Man,SLOB-SPREAD-INTO FLOPPY & BS RS: LH : M2M D & SWITCH | SLOB- BS LS- REJECT: M2M ICE,GUS@AU,Offense
Opponent,Aurora Spartans,Play call,SLOB Box Down Screen,1,1,1,2.0,2.0,0.92,1,1,100.0,0,0,0,0,Juan Madrigal,1,SLOB,Down Screen,,0,SLOB,3G-1W-1B,Late clock (20+ sec used),,Man-to-Man,SLOB-BOX-DS-FLAIR:M2M A,GUS@AU,Offense
Opponent,Aurora Spartans,Play call,SLOB Horns,1,1,1,3.0,3.0,0.92,0,0,,0,0,0,1,Juan Madrigal,1,SLOB,,,0,SLOB,3G-1W-1B,Late clock (20+ sec used),,Man-to-Man,SLOB-HORNS BUR- RICK: M2M D,GUS@AU,Offense
Opponent,Aurora Spartans,Play call,SLOB Lob,1,1,1,0.0,0.0,0.92,0,0,,0,0,1,0,Juan Madrigal,1,SLOB,Lob,,0,SLOB,,,,Man-to-Man,SLOB-LOB: M2M D,GUS@AU,Offense
Opponent,Aurora Spartans,Play call,Screen the Screener,1,1,1,0.0,0.0,0.92,0,1,0.0,0,0,0,0,Devon Richardson,1,Motion / no set,Screen the Screener,,0,Half court,3G-1W-1B,Early clock (0-9 sec used),,,BLOB0BIX-STS,GUS@AU,Offense
Opponent,Aurora Spartans,Series,2-3,3,1,2,2.0,1.0,0.92,0,0,,0,0,2,1,Larry Carthan,1,2-3,DHO,,0,Half court,3G-2W,Early clock (0-9 sec used),"Clutch (last 5 min, margin ≤ 8)",Man-to-Man,23- DHO-DS-STS-: M2M PRESS | 23- DHO-DS- STS- M2M PRESS | 23- DHO-DS-STS_ M2M PRES,GUS@AU,Offense
Opponent,Aurora Spartans,Series,33,1,1,1,0.0,0.0,0.92,0,0,,0,0,1,0,Juan Madrigal,1,33,Ball Screen,Left Side,1,Half court,4G-1W,Early clock (0-9 sec used),,,33- BS LS,GUS@AU,Offense
Opponent,Aurora Spartans,Series,5 Out,1,1,1,0.0,0.0,0.92,0,1,0.0,0,1,0,0,Robert Hutson,1,5 Out,Twirl,,0,Half court,4G-1B,Early clock (0-9 sec used),,Man-to-Man,5 OUT- PASS 5-TWIRL-ZOOM: M2M R/J PRESS,GUS@AU,Offense
Opponent,Aurora Spartans,Series,BLOB,9,1,5,4.0,0.8,0.92,2,3,66.7,0,1,5,1,Devon Richardson,5,BLOB,Curl,,0,BLOB,3G-1W-1B,Early clock (0-9 sec used),"Clutch (last 5 min, margin ≤ 8)",Man-to-Man,BLOB-BOX-CURL | BLOB- BOX- CURL: M2M D | BLOB-BO-CURL :M2M D,GUS@AU,Offense
Opponent,Aurora Spartans,Series,Hi-Lo,1,1,1,0.0,0.0,0.92,0,0,,0,0,1,0,Jeffery Hillmer,1,Hi-Lo,,,0,Half court,4G-1W,Early clock (0-9 sec used),,Man-to-Man,HI LO- COME: M2M D,GUS@AU,Offense
Opponent,Aurora Spartans,Series,Horns,2,1,2,0.0,0.0,0.92,0,0,,0,0,2,0,Zerrick Johnson,1,Horns,Zoom,,0,Half court,3G-1W-1B,Early clock (0-9 sec used),,Man-to-Man,HORNS- ZOOM: M2M PRESS- NO SWITCH | HORNS-POST: M2M PRES,GUS@AU,Offense
Opponent,Aurora Spartans,Series,Motion / no set,17,1,17,12.0,0.71,0.92,3,12,25.0,2,4,3,2,Devon Richardson,3,Motion / no set,Ball Screen,Right Side,8,Half court,4G-1W,Early clock (0-9 sec used),"Clutch (last 5 min, margin ≤ 8)",Man-to-Man,BS RS-G LH: M2M D | BS RS-LH:M2M D SWITCH | FLOW: M2M PRESS (DD = 4),GUS@AU,Offense
Opponent,Aurora Spartans,Series,SLOB,6,1,6,5.0,0.83,0.92,1,2,50.0,0,0,3,1,Juan Madrigal,4,SLOB,Ball Screen,Right Side,1,SLOB,3G-1W-1B,Late clock (20+ sec used),,Man-to-Man,SLOB-HORNS BUR- RICK: M2M D | SLOB-SPREAD-INTO FLOPPY & BS RS: LH : M2M D & SWITCH | SLOB-FLOW: M2M D,GUS@AU,Offense
Opponent,Aurora Spartans,Primary action,Ball Screen,16,1,16,12.0,0.75,0.92,3,10,30.0,2,4,4,2,Gevon Grant,4,Motion / no set,,Right Side,9,Half court,4G-1W,Early clock (0-9 sec used),,Man-to-Man,BS RS-G LH: M2M D | Spread- BS LS- RH & BS RS-LH: M2M D-ICE 7 SWITCH | SPREAD- HI BS LS-LH: M2M D- SWITCH,GUS@AU,Offense
Opponent,Aurora Spartans,Primary action,Breddy,1,1,0,0.0,,0.92,0,0,,0,0,1,0,Devon Richardson,1,BLOB,,,0,BLOB,,,,Man-to-Man,BLOB-BOX- BREDDY: M2M D,GUS@AU,Offense
Opponent,Aurora Spartans,Primary action,Curl,6,1,3,2.0,0.67,0.92,1,2,50.0,0,1,3,1,Devon Richardson,4,BLOB,,,0,BLOB,3G-1W-1B,Early clock (0-9 sec used),,Man-to-Man,BLOB-BOX-CURL | BLOB- BOX- CURL: M2M D | BLOB-BO-CURL :M2M D,GUS@AU,Offense
Opponent,Aurora Spartans,Primary action,DHO,3,1,2,2.0,1.0,0.92,0,0,,0,0,2,1,Larry Carthan,1,2-3,,,0,Half court,3G-2W,Early clock (0-9 sec used),"Clutch (last 5 min, margin ≤ 8)",Man-to-Man,23- DHO-DS-STS-: M2M PRESS | 23- DHO-DS- STS- M2M PRESS | 23- DHO-DS-STS_ M2M PRES,GUS@AU,Offense
Opponent,Aurora Spartans,Primary action,Double Drag,1,1,1,0.0,0.0,0.92,0,1,0.0,0,0,0,0,Jeffery Hillmer,1,Motion / no set,,,0,Half court,4G-1W,Early clock (0-9 sec used),"Clutch (last 5 min, margin ≤ 8)",Man-to-Man,FLOW: M2M PRESS (DD = 4),GUS@AU,Offense
Opponent,Aurora Spartans,Primary action,Down Screen,2,1,2,2.0,1.0,0.92,1,2,50.0,0,0,0,0,Juan Madrigal,2,SLOB,,,0,SLOB,3G-1W-1B,Late clock (20+ sec used),"Clutch (last 5 min, margin ≤ 8)",Man-to-Man,SLOB-BOX-DS-FLAIR:M2M A | ATO-BOX-DS-FLAIR-RICK:M2,GUS@AU,Offense
Opponent,Aurora Spartans,Primary action,Lob,2,1,2,0.0,0.0,0.92,0,0,,0,0,2,0,Juan Madrigal,1,SLOB,,,0,SLOB,4G-1W,Early clock (0-9 sec used),,Man-to-Man,SLOB-LOB: M2M D | BLOB-BOX- LOB: M2M D,GUS@AU,Offense
Opponent,Aurora Spartans,Primary action,Pat Miller,1,1,1,0.0,0.0,0.92,0,0,,0,0,1,0,Robert Hutson,1,Motion / no set,,,0,Half court,4G-1W,Early clock (0-9 sec used),,Man-to-Man,SPREAD- PAT MILLER- M2M PRESS,GUS@AU,Offense
Opponent,Aurora Spartans,Primary action,Post Touch,1,1,1,0.0,0.0,0.92,0,0,,0,0,1,0,Isaiah Thompson,1,Horns,,,0,Half court,3G-1W-1B,Early clock (0-9 sec used),,Man-to-Man,HORNS-POST: M2M PRES,GUS@AU,Offense
Opponent,Aurora Spartans,Primary action,Screen the Screener,1,1,1,0.0,0.0,0.92,0,1,0.0,0,0,0,0,Devon Richardson,1,Motion / no set,,,0,Half court,3G-1W-1B,Early clock (0-9 sec used),,,BLOB0BIX-STS,GUS@AU,Offense
Opponent,Aurora Spartans,Primary action,Twirl,1,1,1,0.0,0.0,0.92,0,1,0.0,0,1,0,0,Robert Hutson,1,5 Out,,,0,Half court,4G-1B,Early clock (0-9 sec used),,Man-to-Man,5 OUT- PASS 5-TWIRL-ZOOM: M2M R/J PRESS,GUS@AU,Offense
Opponent,Aurora Spartans,Primary action,Zoom,1,1,1,0.0,0.0,0.92,0,0,,0,0,1,0,Zerrick Johnson,1,Horns,,,0,Half court,3G-1W-1B,Early clock (0-9 sec used),,Man-to-Man,HORNS- ZOOM: M2M PRESS- NO SWITCH,GUS@AU,Offense
Opponent,Aurora Spartans,Situation,ATO,1,1,1,0.0,0.0,0.92,0,1,0.0,0,0,0,0,Juan Madrigal,1,Motion / no set,Down Screen,,0,ATO,4G-1B,Early clock (0-9 sec used),"Clutch (last 5 min, margin ≤ 8)",,ATO-BOX-DS-FLAIR-RICK:M2,GUS@AU,Offense
